town_city,main_location,second_location,address,longitude,latitude,Country,Date of first event,numbers,Site of protest for more than one day?,Source of number estimate
Marseille,Place du General de Gaulle,,Place du General de Gaulle Marseille France,5.375925,43.295420,France,10/15/2011,100,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html
Marshall,Memorial Park,,Memorial Park Marshall United States,-94.329374,32.534845,United States,10/14/2011,20,Yes,http://www.facebook.com/pages/Occupy-Marshall-MN/184614744944788
"Maui, HI",Kihei,Kahului,"Kihei Maui, HI USA",,,USA,10/15/2011,100,Yes,https://www.facebook.com/OccupyMaui
Melbourne,City Center,,City Center Melbourne Australia,144.700333,-37.882153,Australia,15th October 2011,3000,Yes,http://melbourne-leader.whereilive.com.au/news/story/occupy-melbourne-protesters-to-walk-to-stock-exchange/
"memphis, TN",civic center plaza,,"civic center plaza memphis, TN united states",-90.049259,35.149766,united states,10/15/2011,150,Yes,occupymemphis.org
Mexico City,,,Mexico City Mexico,-99.132851,19.431900,Mexico,10/15/2011,250,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
Miami,"Miami-Dade County Government Center, 10710 SW 211th Street,",,"Miami-Dade County Government Center, 10710 SW 211th Street, Miami US",,,US,10/15/2011,1000,Yes,http://www.miamiherald.com/2011/10/15/2455595/more-than-1000-join-occupy-miami.html
"Milwaukee,WI",Downtown,Zeidler Park,"Downtown Milwaukee,WI  USA",-87.903870,43.036621,USA,10/15/2011,1000+,No,"www.fox6now.com/.../witi-pictures-occupy-milwaukee-20111015,0,.."
"Minneapolis, MN",Government Plaza (The People's Plaza),US Bank Plaza,"Government Plaza (The People's Plaza) Minneapolis, MN  USA",-93.264929,44.979035,USA,"October 7th, 2011",600,Yes,http://kstp.com/article/stories/s2319166.shtml
Minot,,,Minot USA,-70.329662,44.088353,USA,,,Yes,
"Missoula,Montana",Missoula County Courthouse,,"Missoula County Courthouse Missoula,Montana United States",-113.996234,46.872780,United States,8/10/2011,300,Yes,http://missoulian.com/news/local/article_04d76824-f227-11e0-8b68-001cc4c002e0.html
Moncton,City Hall,,City Hall Moncton Canada,-64.778264,46.088365,Canada,10/15/2011,300,No,http://timestranscript.canadaeast.com/news/article/1448390
Montpellier,Place de la Comedie,,Place de la Comedie Montpellier France,3.880510,43.608765,France,10/15/2011,80,,http://languedoc-roussillon.france3.fr/info/montpellier---les-indignes--au-rendez-vous-70840558.html
Montreal,Victoria Square,,Victoria Square Montreal Canada,-73.644714,45.497710,Canada,10/15/2011,3000,Yes,http://www.globalmontreal.com/occupy+montreal+growing+bringing+bilingual+flavour+to+wall+street+movement/6442501220/story.html
Montreal,Victoria Square,,Victoria Square Montreal Canada,-73.644714,45.497710,Canada,10/15/2011,3000,Yes,http://www.globalmontreal.com/occupy+montreal+growing+bringing+bilingual+flavour+to+wall+street+movement/6442501220/story.html
"Mount Shasta, CA",Downtown,,"Downtown Mount Shasta, CA USA",-122.312734,41.312945,USA,10/15/2011,150,Yes,http://www.mtshastanews.com/photos/x485794041/Occupy-Mount-Shasta-draws-large-crowd
Munich,City centre,,City centre Munich Germany,11.577531,48.136415,Germany,10/15/2011,1000,,http://www.faz.net/aktuell/wirtschaft/wirtschaftspolitik/occupy-demonstrationen-angst-vor-dem-untergang-11494323.html
"Nanaimo, British Columbia",Diana Krall Plaza,,"Diana Krall Plaza  Nanaimo, British Columbia Canada",-123.936184,49.164275,Canada,10/15/2011,500,Yes,http://www.vancouversun.com/news/thewest/Occupy+Nanaimo+protest+draws+from+walks+life/5560573/story.html
Nantes,Place Royale,,Place Royale Nantes France,-1.558483,47.214616,France,10/15/2011,100,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html
"Naples, Florida",5th Ave,,"5th Ave Naples, Florida USA",-81.788427,26.153579,USA,,300,No,Naples News
"Nelson, British Columbia",Government building,Baker St.,"Government building Nelson, British Columbia Canada",-117.288814,49.497540,Canada,"Oct.15, 2011",1000,Yes,http://www.facebook.com/photo.php?fbid=10150872591770285&set=a.10150872589825285.743561.866360284&type=1
New Bedford,"Bank of America, 700 Pleasant St.",,"Bank of America, 700 Pleasant St. New Bedford USA",-86.489399,38.861020,USA,10/15/2011,over 100,No,http://www.southcoasttoday.com/apps/pbcs.dll/article?AID=/20111016/NEWS/110160357
New Haven,New Haven Green,"None, side note for the photo used....it was taken by me and can be used.",New Haven Green New Haven  United States,-85.582089,37.668640,United States,"October 15th, 2011",500,Yes,http://www.wtnh.com/dpp/news/hartford_cty/hundreds-gather-to-occupy-new-haven
New Orleans,Duncan Plaza,Lafayette Square,Duncan Plaza  New Orleans United States,-90.077749,29.953700,United States,6/10/2011,300,Yes,http://www.nola.com/politics/index.ssf/2011/10/more_than_300_participate_in_o.html
New York,Zuccotti Park,"Times Square, Wall Street",Zuccotti Park New York USA,-73.972569,40.706652,USA,9/16/2011,"Up to 15,000",Yes,http://www.guardian.co.uk/world/blog/2011/oct/06/occupy-wall-street-protests-live
Newcastle Upon Tyne,Monument,,Monument Newcastle Upon Tyne England,-1.813417,54.921135,England,15th October 2011,100,Yes,http://occupynewcastle.org/
Nijmegen,Valkhofpark,,Valkhofpark Nijmegen Netherlands,5.857590,51.841205,Netherlands,10/18/2011,20,Yes,http://www.omroepgelderland.nl/web/nieuwsartikel/1169321/Handjevol-Occupyers-in-Nijmegen.htm
"Niles, Michigan",,,"Niles, Michigan",-86.248429,41.828450,,,,Yes,http://www.abc57.com/home/top-stories/Niles-residents-occupy-City-Hall-131782208.html
Norfolk,Commercial Plaza,,Commercial Plaza Norfolk United States,-76.288808,36.844999,United States,6/10/2011,120,Yes,www.occupynorfol.com
"Normal and Bloomington, IL",Bridge over College Avenue in Normal,,"Bridge over College Avenue in Normal Normal and Bloomington, IL United States",-88.982021,40.478559,United States,Octorber 5,65,Yes,http://www.pantagraph.com/news/local/article_05325720-f786-11e0-ab37-001cc4c03286.html
Norwich,Hay market,City hall,Hay market Norwich Uk,1.549687,52.636384,Uk,10/17/2011,200,Yes,http://www.eveningnews24.co.uk:80/news/norwich_street_protesters_vow_to_keep_on_campaigning_over_world_economic_problems_1_1091950
Nottingham,Market square,,Market square Nottingham UK,-1.151266,52.954839,UK,10/15/2011,150,Yes,
Oakland,Laney College,101 Market Street,Laney College Oakland USA,-122.263023,37.797279,USA,Unknown,3000,Yes,http://sanfrancisco.cbslocal.com/2011/10/15/%E2%80%98occupy%E2%80%99-protests-in-bay-area-california-us-worldwide/
Oakland,Oscar Grant Plaza / Frank Ogawa Plaza,,Oscar Grant Plaza / Frank Ogawa Plaza Oakland United States,-92.569119,36.460165,United States,10/10/2011,1000,Yes,http://www.indybay.org/newsitems/2011/10/08/18692795.php
Oakland,Oakland City Hall,,Oakland City Hall Oakland USA,-89.523399,35.234200,USA,10/10/2011,500,Yes,http://abclocal.go.com/kgo/story?section=news/local/east_bay&id=8386607
Odense,Flakhaven,,Flakhaven Odense Denmark,10.388195,55.395895,Denmark,10/15/2011,100,Yes,https://www.facebook.com/pages/Occupy-Odense-for-et-ægte-demokrati/286192861400345?ref=ts
Oklahoma City,Kerr Park,,Kerr Park Oklahoma City USA,-97.395280,35.458354,USA,7/10/2011,200-300,Yes,http://www.news9.com/story/15646250/hundreds-gather-downtown-to-protest-wall-street
"olympia, WA",,,"olympia, WA usa",-122.891366,47.039231,usa,,,Yes,
"Omaha, NE",,,"Omaha, NE USA",-95.940469,41.260675,USA,10/15/2011,1000,No,http://www.omaha.com/article/20111015/NEWS01/111019816
"Oneonta, New York USA","Main Street, City Hall",,"Main Street, City Hall Oneonta, New York USA",-75.065723,42.455460,,10/15/2011,100,Yes,friends who were there
Oporto,,,Oporto Portugal,-8.610314,41.149450,Portugal,10/15/2011,20000,,Reuters
Orlando,Chamber of Commerce,City Hall,Chamber of Commerce Orlando United States,-81.377389,28.538235,United States,10/15/2011,3000,Yes,http://articles.orlandosentinel.com/2011-10-15/news/os-new-occupy-orlando-20111015_1_student-loan-debt-senator-beth-johnson-park-demonstrators
Oslo,Norwegian Parliament Building,,Norwegian Parliament Building Oslo Norway,10.749980,59.912280,Norway,15th October 2011,Few dozen,Yes,http://news.xinhuanet.com/english2010/world/2011-10/16/c_131193582.htm
"Ottawa, Ontario",Confederation Park,,"Confederation Park Ottawa, Ontario Canada",-75.698549,45.431540,Canada,10/15/2011,700,Yes,http://www.ottawacitizen.com/business/Several+hundred+turn+Occupy+Ottawa/5556451/story.html
Paris,Maison de Ville,,Maison de Ville Paris France,2.341200,48.856930,France,10/15/2011,1000,,Reuters
Perth,Forrest Place,,Forrest Place Perth Australia,115.859138,-31.952765,Australia,10/15/2011,200,Yes,http://www.perthnow.com.au/business/business-old/hundreds-rally-against-corporate-greed/story-e6frg2qu-1226167448468
Philadelphia,City Hall,South St.,City Hall Philadelphia United States,-75.163612,39.952751,United States,6/10/2011,5000,Yes,http://www.philly.com/philly/news/pennsylvania/131955758.html
Phoenix,Margaret T. Hance Park,Cesar Chavez Plaza,Margaret T. Hance Park Phoenix USA,-112.073772,33.461506,USA,10/15/2011,2000,Y,http://downtowndevil.com/2011/10/17/15325/phoenix-occupy-protest-arrests/
"Pittsburg, Kansas",Bank of America,,"Bank of America Pittsburg, Kansas United States",-94.704829,37.410565,United States,October 12th,15,No,http://www.joplinglobe.com/local/x350480335/Occupy-Pittsburg-group-stages-first-protest
Pittsburgh,Mellon Green,,Mellon Green Pittsburgh United States,-79.921346,40.479125,United States,10/15/2011,2000 march 150 camp,Yes,http://www.post-gazette.com/pg/11289/1182575-53.stm
Pittsburgh,Market Square,Mellon Green,Market Square Pittsburgh USA,-80.002099,40.440835,USA,10/15/2011,"2,000-3,000",Yes,http://www.post-gazette.com/pg/11289/1182575-53.stm
Podgorica,,,Podgorica Montenegro,19.264400,42.436340,Montenegro,10/15/2011,100,,http://www.vijesti.me/vijesti/protesti-podgorici-okupili-oko-100-ljudi-clanak-42498
Port Angeles,Veterans Memorial Park,,Veterans Memorial Park Port Angeles USA,-123.431304,48.118725,USA,10/15/2011,200,Yes,http://peninsuladailynews.com/article/20111016/NEWS/310169985
Portland,Southwest Main Street,,Southwest Main Street Portland USA,-122.679524,45.516285,USA,3/10/2011,200,Yes,http://blog.oregonlive.com/portlandcityhall/2011/10/occupy_portland_mixes_practica.html
Portland,Lownsdale and Chapman Squares,,Lownsdale and Chapman Squares Portland USA,-122.662384,45.537840,USA,6/10/2011,10000,Yes,http://www.oregonlive.com/portland/index.ssf/2011/10/occupy_portland_holds_massive.html
Portland Oregon,The ampitheater at Terry Schrunk Plaza,,The ampitheater at Terry Schrunk Plaza Portland Oregon USA,-122.662384,45.537840,USA,October 6th,10000,Yes,http://www.occupyportland.org
Porto Alegre,Matriz sq,Expedicionário Monument,Matriz sq Porto Alegre Brazil,-51.177431,-30.067870,Brazil,10/15/2011,2000,Yes,http://sul21.com.br/jornal/2011/10/porto-alegre-e-ocupada-por-diferentes-gritos-e-uma-indignacao-comum/
Prague,Republic Square,,Republic Square Prague Czech Republic,14.433230,50.079083,Czech Republic,10/15/2011,200,,http://zpravy.idnes.cz/svet-protestuje-proti-hamiznosti-financniku-a-politiku-pk5-/zahranicni.aspx?c=A111015_131232_zahranicni_ipl
Providence,Burnside Park,,Burnside Park Providence USA,-71.410679,41.801245,USA,10/15/2011,1000,Yes,http://www.boston.com/news/local/rhode_island/articles/2011/10/15/occupy_providence_to_set_up_camp_at_city_park/
Punta Arenas,Av. Colón w/ Bories,,Av. Colón w/ Bories Punta Arenas Chile,-70.898701,-53.151480,Chile,10/15/2011,50,No,http://www.elmagallanews.cl/node/3457
Quebec City,Place d'Youville,,Place d'Youville Quebec City Canada,-71.214899,46.812810,Canada,15th October,250,No,http://lejournaldequebec.canoe.ca/journaldequebec/actualites/quebec/archives/2011/10/20111015-211227.html
Quito,Plaza de San Francisco,,Plaza de San Francisco Quito Ecuador,-78.377388,-0.082335,Ecuador,10/15/2011,100,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
Raleigh,North Carolina State Capitol,,North Carolina State Capitol Raleigh United States,-88.536814,37.827300,United States,10/15/2011,1200,Yes,http://www.fightbacknews.org/2011/10/15/over-1000-join-occupy-raleigh-protest-20-people-arrested
"Raleigh, NC",The old Capital Building,,"The old Capital Building Raleigh, NC USA",-78.642669,35.785510,USA,10/15/2011,400,Yes,http://abclocal.go.com/wtvd/story?section=news/local&id=8392512
Rapid City,Main Street Square,,Main Street Square Rapid City USA,-85.282764,44.833860,USA,oct 15th,50-60,No,http://rapidcityjournal.com/news/protesters-host-local-occupy-rapid-city-rally/article_9daf3456-f78a-11e0-82f0-001cc4c03286.html
"Redlands, CA",Downtown,,"Downtown Redlands, CA United States",-117.180847,34.057388,United States,8/10/2011,100,No,http://www.sbsun.com/ci_19123203?source=rss_viewed
Regina,Victoria Park,,Victoria Park Regina Canada,-104.588694,50.447220,Canada,10/15/2011,100,No,http://www.leaderpost.com/Photos+Occupy+Regina/5562971/story.html
Rennes,Mail Francois Mitterand,,Mail Francois Mitterand Rennes France,-1.686614,48.109990,France,"15 October 2011, 12:00 local time",30,Yes,http://www.ouest-france.fr/
reno,UNR Campus,Virginia Street,UNR Campus reno USA,-119.781579,39.467638,USA,,250-300,No,http://www.rgj.com/article/20111015/NEWS/111015020/Peaceful-Occupy-Reno-march-today-through-downtown?odyssey=tab|topnews|text|FRONTPAGE
Reykjav,"City Square, City center",,"City Square, City center Reykjavík Iceland",-18.889400,65.201935,Iceland,10/15/2011,1000,No,http://smugan.is/2011/10/hundrud-motmaeltu-i-midbaenum/
Rio de Janeiro,,,Rio de Janeiro Brazil,-43.195080,-22.976730,Brazil,10/15/2011,37,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
"Riverside, CA",Main Street & University Avenue,,"Main Street & University Avenue Riverside, CA USA",-117.374479,33.981920,USA,10/15/2011,300,Yes,http://www.pe.com/local-news/breaking-news-headlines/20111015-riverside-demonstrators-occupy-downtown-mall.ece
Rockford,Chase Bank,,Beattie Park N Main Street,-120.444950,34.633949,USA,4/10/2011,200,Yes,http://occupyrockford.org
Rome,Porta San Giovanni,,Porta San Giovanni Rome Itlay,13.292500,41.510651,Italy,10/15/2011,200000,,http://rt.com/news/occupy-rome-protest-violent-943/
Rotterdam,beurstrappen coolsingel,,beurstrappen coolsingel Rotterdam netherlands,4.478460,51.922820,netherlands,10/15/2011,15-75,Yes,http://www.occupyrotterdam.org/
Sacramento,Ceasar Chavez Park,,Ceasar Chavez Park Sacramento USA,-121.491014,38.579065,USA,1/10/2011,200-300,Yes,http://www.kcra.com/news/29407863/detail.html
"Sag Harbor, NY",The Long Wharf,,"The Long Wharf Sag Harbor, NY USA",-72.295333,41.001077,USA,10/15/2011,120,Yes,http://easthampton.patch.com/articles/video-occupy-movement-reaches-the-hamptons#video-8150075
Saint John,King's Square,,King's Square Saint John Canada,-52.707499,47.569195,Canada,10/15/2011,150,No,http://telegraphjournal.canadaeast.com/city/article/1448362
Saint-Pierre,,,Saint-Pierre Reunion,55.477928,-21.318001,Reunion,10/15/2011,60,,http://www.zinfos974.com/Les-Indignes-de-la-Reunion-ne-rassemblent-pas_a33109.html
Salt Lake City,Pioneer Park,,Pioneer Park Salt Lake City United States,-111.901073,40.761745,United States,,,Yes,http://occupyslc.org/
"San Antonio, TX",The Alamo,,"The Alamo  San Antonio, TX United States of America",-98.486511,29.425131,United States of America,6/10/2011,250,Yes,https://www.facebook.com/#!/occupysanantonio
San Diego,Civic Center,Balboa Park,Civic Center San Diego USA,-117.188509,32.904505,USA,7/10/2011,1500,Yes,http://www.nbcsandiego.com/news/local/Occupy-San-Diego-Sounds-Off-Downtown-131370048.html
San Diego,Gaslamp quarter,Civic Center,Gaslamp quarter San Diego USA,-117.160141,32.711491,USA,7/10/2011,1500 (low estimate)-2500,Yes,http://www.760kfmb.com/story/15716057/occupy-san-diego-struggles-to-revitalize-its-ranks
San Francisco,City Hall,,City Hall San Francisco USA,-87.450210,38.334149,USA,,5000,Yes,http://www.huffingtonpost.com/2011/10/16/occupy-san-francisco-week-four_n_1014211.html
San Jose,Plaza de la Cultura,,Plaza de la Cultura San Jose Costa Rica,-84.117317,9.939215,Costa Rica,10/15/2011,Unknown,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
San Juan,Golden Mile (Hato Rey),,Golden Mile (Hato Rey) San Juan Puerto Rico,-66.106654,18.466170,Puerto Rico,10/15/2011,200,Yes,http://news.yahoo.com/puerto-rico-launches-own-occupy-wall-street-192307048.html
"San Luis Obispo, California",Courthouse,Downtown,"Courthouse San Luis Obispo, California United States",-120.662519,35.285520,United States,,300,No,http://www.ksby.com/news/hundreds-of-protestors-turn-out-for-occupyslo-march/
"san ramon, CA",,,"san ramon, CA usa",-121.967299,37.776864,usa,,24,Yes,http://sanramon.patch.com/articles/protest-begins-at-chevron-headquarters#photo-8083512
santa rosa,city hall,,city hall santa rosa usa,-86.509887,33.986616,usa,oct 15th,3000- 4000,Yes,http://www.pressdemocrat.com/article/20111015/ARTICLES/111019644/1350?Title=Over-2-500-turn-out-for-Occupy-Santa-Rosa-protest
Santiago,,,Santiago Chile,-70.647942,-33.463039,Chile,10/15/2011,100000,,
Santo Domingo,Plaza de Colon,,Plaza de Colon Santo Domingo Dominican Republic,-69.912781,18.475770,Dominican Republic,10/15/2011,Unknown,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/
Sarajevo,,,Sarajevo Bosnia,18.384930,43.853161,Bosnia,10/15/2011,150,,http://www.radiosarajevo.ba/novost/65399
Saskatoon,Friendship Park,,Friendship Park Saskatoon Canada,-106.659314,52.130505,Canada,10/15/2011,400,Yes,http://www.thestarphoenix.com/business/Saskatoon+Park+occupied/5559962/story.html
Scranton,Courthouse Square,,Courthouse Square Scranton USA,-93.535379,35.360350,USA,10/15/2011,200,Yes,http://www.facebook.com/OccupyScrantonPA?ref=ts
"Seaside, Oregon",City Hall,Turnaround,"City Hall Seaside, Oregon USA",-123.921816,45.993093,USA,10/10/2011,40,Yes,http://www.dailyastorian.com/free/protesters-occupy-seaside/article_54f13a18-f36e-11e0-afb5-001cc4c03286.html
Seattle,Westlake Park,City Hall Plaza,Westlake Park Seattle USA,-122.337664,47.614400,USA,9/27/2011,3000+,Yes,http://seattletimes.nwsource.com/html/localnews/2016514796_occupy16m.html
Seoul,Seoul Plaza,Yeouido,"Seoul Plaza Seoul Korea, South",126.977375,37.557121,"Korea, South",10/15/2011,600,,http://www.koreatimes.co.kr/www/news/nation/2011/10/117_96760.html
"Skagway, Alaska",City Hall,Pulllen Pond Park,"City Hall Skagway, Alaska USA",-135.308489,59.460305,USA,10/16/2011,30,No,https://www.facebook.com/event.php?eid=181327378613199
Sofia,Kliment Ohridski square,next to Parliament,Kliment Ohridski square Sofia Bulgaria,23.321054,42.714701,Bulgaria,10/15/2011,100,No,http://bulgaria.indymedia.org/article/38082
"South Bend, Indiana","Civic Center Park, on Michigan St.","General Assembly at Bank of America, 130 Main St.","Civic Center Park, on Michigan St. South Bend, Indiana United States",-86.254044,41.679058,United States,"Saturday, October 8",299,Yes,http://occupyindiana.org/where/south-bend/
"South Portland, ME",,,"South Portland, ME usa",-70.251734,43.637610,usa,,,Yes,
Split,Peristyle,,Peristyle Split Croatia,16.440065,43.508085,Croatia,10/15/2011,1000,,http://www.index.hr/vijesti/clanak/prosvjedi-u-splitu-organizatori-trazili-da-se-maknu-tito-i-crvene-zastave-pa-razvili-zastavu-dalmacije/577490.aspx
Spokane,Riverside and Monroe,Chase Bank Branch,Riverside and Monroe Spokane USA,-117.385822,47.672976,USA,9/28/2011,2000,Yes,http://www.suite101.com/news/spokane-media-buries-2000-spokane-protesters-oct-16-2011-a393445
"Springfield, Missouri",Park Central Square,The Kitchen,"Park Central Square Springfield, Missouri USA",-93.292949,37.208995,USA,101511,>100,No,http://ozarksfirst.com/fulltext?nxd_id=538407
St. John's,Harbour Side Park,,Harbour Side Park St. John's Canada,-122.829651,49.276470,Canada,10/16/2011,50,Yes,http://theindependent.ca/2011/10/16/blog-occupy-newfoundland-day-one/
"St. Louis, Missouri",Kiener Plaza,,"Kiener Plaza St. Louis, Missouri United States of America",-93.140454,37.757905,United States of America,1/10/2011,1000,Yes,http://eureka-wildwood.patch.com/articles/on-the-front-lines-of-occupy-st-louis
State College,Penn State HUB,,Penn State HUB State College United States,-77.860704,40.793730,United States,10/17/2011,40,Yes,http://occupypennstate.tumblr.com/
Stockholm,Sergels torg,,Sergels torg Stockholm Sweden,18.064989,59.332371,Sweden,10/15/2011,200,,http://www.svd.se/nyheter/inrikes/occupy-wall-street-nar-sverige_6554535.svd
Stockholm,Sergels torg,Kungsträdgården,Sergels torg Stockholm Sweden,18.064989,59.332371,Sweden,10/15/2011,1000,Yes,STV
Stuttgart,Schlossplatz,,Schlossplatz Stuttgart Germany,9.180750,48.778585,Germany,15.10.11,3000,No,http://www.stuttgarter-zeitung.de/inhalt.occupy-wall-street-3000-demonstrieren-gegen-macht-der-finanzmaerkte.a15cf973-e721-4acf-a342-350e6f9477eb.html
Sydney,"Reserve Bank of Australia, 65 Martin Place",,"Reserve Bank of Australia, 65 Martin Place Sydney",-123.421272,48.676083,,10/15/2011,2000,,Reuters
"Tahlequah, OK",Norris Park,,"Norris Park Tahlequah, OK USA",-94.972649,35.911360,USA,Oct 8 & 15,"25 (population 14,458)",Yes,
Taipei,"Taipei stock exchange, Taipei 101",,"Taipei stock exchange, Taipei 101 Taipei Taiwan",121.564240,25.033159,Taiwan,10/15/2011,100,,Reuters
Tallahassee,Capitol building,,Capitol building Tallahassee USA,-84.280649,30.439775,USA,10/14/2011,200,Yes,http://www.thefamuanonline.com/news/hundreds-in-tallahassee-occupy-old-capitol-building-to-protest-policies-1.2653371
"Tampa, Florida",Curtis Hixon Park,,"Curtis Hixon Park  Tampa, Florida USA",-82.586947,28.043153,USA,5/10/2011,300,Yes,http://www.cbs12.com/news/street-4735834-tampa-occupy.html
Tampere,Western Finland,,Western Finland Tampere Finland,23.762260,61.497810,Finland,15.10.2011,100,Yes,http://torillatavataan.wordpress.com/
"Taos, New Mexico",centre cross-roads,,"centre cross-roads Taos, New Mexico USA",-105.574251,36.411600,USA,6/10/2011,10?,Yes,visitor's estimate
Tel Aviv,Rothschild street,,Rothschild street Tel Aviv Israel,34.797331,32.088585,Israel,October 15th,1000,Yes,http://j14.org.il/articles/8831
The Hague,Malieveld,,Malieveld The Hague Netherlands,4.318269,52.083921,Netherlands,10/15/2011,700,Yes,http://www.nu.nl/binnenland/2642535/nederlandse-demonstranten-occupy-houden.html
Thessaloniki,White Tower,,White Tower Thessaloniki Greece,22.946540,40.623346,Greece,10/15/2011,3500,No,http://www.alterthess.gr/content/%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CE%BF%CE%BB%CE%BF%CE%BA%CE%BB%CE%B7%CF%81%CF%8E%CE%B8%CE%B7%CE%BA%CE%B1%CE%BD-%CE%BF%CE%B9-%CE%B4%CE%B9%CE%B1%CE%B4%CE%B7%CE%BB%CF%8E%CF%83%CE%B5%CE%B9%CF%82
Tokyo,,,Tokyo,139.740921,35.670479,,10/15/2011,300,,http://www.todayonline.com/Hotnews/EDC111016-0000080/Occupy-Wall-Street-hits-Asia
Tokyo,Tokyo Electric Power Co.,,Tokyo Electric Power Co. Tokyo Japan,139.740921,35.670469,Japan,10/15/2011,300,Yes,http://search.japantimes.co.jp/cgi-bin/nn20111015x1.html
"Toledo, Ohio",Levis Square,,"Levis Square Toledo, Ohio US",-83.533544,41.649875,US,11/10/2011,150,Yes,www.occupytoledo.org
Toronto,St. James Park,Yonge-Dundas Square,St. James Park Toronto Canada,-79.284689,43.816970,Canada,10/15/2011,3000,Yes,http://www.cbc.ca/news/canada/story/2011/10/16/occupy-canada-sunday.html
Toulouse,City centre,,City centre Toulouse France,1.448690,43.605740,France,10/15/2011,1000,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html
"Traverse City, Michigan",250 E. Front Street,,"250 E. Front Street Traverse City, Michigan USA",-85.619601,44.764077,USA,10/15/2011,80,Yes,http://record-eagle.com/local/x345568463/Traverse-City-occupied-Saturday
"Trenton, NJ",,,"Trenton, NJ usa",-74.759404,40.217875,usa,,,Yes,
"Tucson, AZ",,,"Tucson, AZ usa",-110.969754,32.221553,usa,,,Yes,
"Tulsa, Oklahoma",Downtown,,"Downtown Tulsa, Oklahoma USA",-95.991096,36.152889,USA,10/15/2011,200 (Organizers estimate 600),No,http://www.google.com/url?url=http://www.ktul.com/story/15704063/occupy-tulsa-fills-downtown-tulsa&rct=j&sa=X&ctbs=qdr%3Ad3&ei=MeycTp7YKoWIsQKE4NSECg&ved=0CDwQ-AsoADAA&q=occupy+tulsa&usg=AFQjCNG37_KV11NAvXtcvqbGXoK-9MZPwg&cad=rja
Turku,Western Finland,,Western Finland Turku Finland,22.251551,60.452801,Finland,15.10.2011,,Yes,
Utica,Liberty Bell Corner,,Liberty Bell Corner Utica United States,-85.652459,38.333305,United States,10/13/2011,400,Yes,http://www.uticaod.com/m/news/x1968428171/Occupy-Utica-protesters-They-got-bailed-out-we-got-sold-out
Valencia,Comunitat Valenciana,,Comunitat Valenciana Valencia Spain,-0.376820,39.469189,Spain,10/15/2011,100000,,http://www.acampadavalencia.net/2011/10/16/el-15m-protagoniza-la-mayor-marcha-de-la-comunitat/
Vancouver,Art Gallery,191 Alexander Street,Art Gallery Vancouver Canada,-123.114034,49.260440,Canada,10/15/2011,4000,Yes,http://www.vancouversun.com/travel/Occupation+could+last+weeks+protesters/5560433/story.html
"Vancouver, BC",Vancouver Art Gallery,,"Vancouver Art Gallery Vancouver, BC Canada",-123.120003,49.282902,Canada,10/15/2011,4000,Yes,Vancouver Sun report
"Vancouver, Washington",Esther Short Park,,"Esther Short Park Vancouver, Washington USA",-122.674847,45.625769,USA,10/15/2011,700,No,http://www.columbian.com/news/2011/oct/15/vancouver-joins-worldwide-rally/
"Ventura, California","Mission Park, Main Street",,"Mission Park, Main Street Ventura, California  United States",-119.292324,34.280825,United States,10/15-16/11,200-300,Yes,http://www.vcstar.com/news/2011/oct/15/protesters-lead-occupy-rallies-in-ventura-oxnard/?partner=popular
"Vermillion, SD",,,"Vermillion, SD usa",-96.928029,42.786685,usa,,,Yes,
"Victoria, British Columbia",Centennial Square.,B.C. Legislature Building,"Centennial Square.  Victoria, British Columbia Canada",-123.366503,48.428349,Canada,10/15/2011,1000,Yes,http://www.timescolonist.com/news/Occupy+Victoria+protest+draws+nearly+downtown/5556501/story.html
Vienna,Heldenplatz,Westbahnhof,Heldenplatz Vienna Austria,,,Austria,15.10.2011,3500,No,http://diepresse.com/home/wirtschaft/international/701364/Globaler-Protesttag_Demos-in-952-Staedten
Virginia Beach,Towne Pointe Plaza,,Towne Pointe Plaza Virginia Beach United States,-104.006124,46.919300,United States,10/15/2011,50,Yes,www.occupyvb.com
"Wailuku, HI",County executive bldg,,"County executive bldg Wailuku, HI USA",-156.502239,20.887655,USA,7/10/2011,150,Yes,Maui News
"Walnut Creek,  CA",Main St & Mt. Diablo Blvd,,"Main St & Mt. Diablo Blvd Walnut Creek,  CA USA",-122.059949,37.897340,USA,12/10/2011,200 - 300,Yes,http://clayton.patch.com/articles/occupy-walnut-creek-extends-wednesday-protests-into-november-e28ebb1f
